date,item_id,qty
27.01.2013,35,399.0
30.03.2013,35,399.0
09.10.2013,36,149.0
11.08.2014,36,149.0
14.10.2013,37,149.0
20.09.2014,38,2399.0
22.10.2015,62,299.0
03.01.2015,67,149.0
04.06.2015,70,349.0
08.05.2013,75,149.0
17.05.2014,76,499.0
24.05.2014,76,499.0
25.10.2014,76,499.0
10.06.2014,77,399.0
14.06.2014,77,399.0
15.05.2014,77,399.0
18.09.2014,77,149.0
20.05.2014,77,399.0
29.10.2014,77,149.0
03.11.2013,78,399.0
12.11.2013,78,399.0
17.09.2013,82,299.0
01.02.2013,89,149.0
12.09.2014,90,399.0
21.09.2014,90,399.0
19.03.2013,95,299.0
19.03.2013,97,149.0
02.01.2013,98,399.0
05.01.2013,98,399.0
12.01.2013,98,399.0
17.02.2013,98,399.0
07.04.2013,100,149.0
15.02.2013,176,250.0
27.04.2013,272,250.0
02.11.2013,464,299.0
04.06.2013,464,299.0
12.07.2013,464,299.0
17.09.2014,464,299.0
18.11.2013,464,299.0
12.05.2013,471,399.0
12.04.2015,472,399.0
12.08.2015,472,399.0
20.01.2015,472,399.0
21.05.2013,472,399.0
28.07.2015,472,399.0
01.07.2015,482,3000.0
04.04.2015,482,3300.0
05.12.2013,482,3300.0
06.10.2013,482,3300.0
07.09.2014,482,3300.0
07.10.2014,482,3300.0
09.10.2013,482,3300.0
10.10.2014,482,3300.0
11.02.2014,482,3300.0
12.04.2015,482,3300.0
13.11.2013,482,3300.0
14.05.2013,482,3300.0
14.11.2013,482,3300.0
15.01.2014,482,3300.0
16.08.2014,482,3300.0
18.06.2015,482,3000.0
21.08.2013,482,3300.0
21.11.2013,482,3300.0
21.12.2013,482,3300.0
26.03.2013,482,3300.0
01.02.2013,484,300.0
07.04.2013,484,300.0
12.10.2013,484,300.0
15.02.2013,484,300.0
25.01.2013,484,300.0
27.02.2013,484,300.0
01.04.2013,485,300.0
11.04.2014,485,300.0
12.02.2014,485,300.0
13.11.2013,485,300.0
14.03.2013,485,300.0
19.12.2013,485,300.0
21.02.2014,485,300.0
21.03.2013,485,300.0
29.06.2014,485,300.0
01.07.2015,486,300.0
02.09.2015,486,300.0
04.04.2015,486,300.0
07.12.2014,486,300.0
12.03.2015,486,300.0
12.04.2015,486,300.0
17.05.2015,486,300.0
17.07.2015,486,300.0
17.10.2014,486,300.0
18.06.2015,486,300.0
21.03.2015,486,300.0
28.07.2015,486,300.0
05.05.2014,491,600.0
05.09.2013,491,600.0
11.07.2013,491,600.0
14.04.2015,491,600.0
14.09.2015,491,480.0
14.10.2015,491,480.0
18.10.2014,491,600.0
19.09.2013,491,600.0
25.02.2013,491,600.0
16.09.2013,496,4600.0
18.01.2015,496,4600.0
31.05.2013,496,4600.0
03.05.2013,498,249.0
11.03.2013,498,249.0
28.06.2013,498,249.0
08.05.2013,533,249.0
06.02.2014,549,199.0
25.02.2014,560,199.0
14.03.2015,608,28.0
04.09.2013,687,600.0
05.05.2014,687,600.0
05.09.2013,687,600.0
09.10.2013,687,600.0
11.12.2014,687,600.0
15.02.2014,687,600.0
16.08.2014,687,600.0
21.05.2013,687,600.0
22.04.2015,687,600.0
27.11.2013,687,600.0
10.05.2013,784,249.0
14.06.2014,784,249.0
15.11.2013,784,249.0
01.04.2013,785,349.0
02.06.2013,785,349.0
05.01.2013,785,349.0
19.09.2013,785,349.0
07.06.2014,786,359.0
08.09.2014,786,359.0
09.04.2014,786,359.0
13.03.2014,786,359.0
15.12.2013,786,359.0
22.10.2014,786,359.0
20.09.2015,787,420.0
01.02.2013,791,600.0
05.01.2013,791,600.0
08.05.2013,791,600.0
12.07.2013,791,600.0
14.06.2014,791,600.0
14.12.2013,791,600.0
16.06.2013,791,600.0
21.07.2014,791,600.0
22.06.2013,791,600.0
25.01.2013,791,600.0
28.02.2013,791,600.0
03.10.2014,792,979.0
12.09.2014,792,979.0
22.10.2014,792,979.0
31.10.2015,792,979.0
02.01.2013,795,3300.0
02.03.2014,804,240.0
03.12.2013,804,240.0
04.06.2013,804,240.0
14.07.2013,804,240.0
14.12.2013,804,240.0
20.01.2013,804,240.0
23.01.2013,804,240.0
02.09.2015,806,249.0
05.01.2014,806,249.0
10.10.2014,806,249.0
14.06.2014,806,249.0
19.08.2015,806,249.0
21.02.2015,806,249.0
21.07.2014,806,249.0
25.11.2014,806,249.0
31.05.2014,806,249.0
01.06.2015,829,2640.0
09.07.2013,829,2640.0
25.06.2015,829,2640.0
08.05.2013,830,5000.0
06.07.2013,831,4600.0
26.12.2013,831,4600.0
04.03.2013,832,299.0
30.04.2014,832,299.0
02.03.2014,835,4600.0
04.08.2014,835,4600.0
05.03.2014,835,4600.0
13.04.2014,835,4600.0
16.07.2013,835,4600.0
17.05.2013,835,4600.0
22.01.2013,835,4600.0
28.02.2014,835,4600.0
29.01.2013,835,4600.0
03.07.2013,839,3300.0
13.04.2013,839,3300.0
16.05.2013,839,3300.0
20.06.2014,839,3300.0
21.05.2013,839,3300.0
21.08.2014,839,3300.0
24.06.2013,839,3300.0
25.02.2013,839,3300.0
26.06.2014,839,3300.0
30.08.2014,839,3300.0
02.08.2014,934,149.0
03.03.2014,934,399.0
08.03.2014,934,399.0
09.03.2014,934,399.0
12.03.2014,934,399.0
19.04.2014,934,399.0
21.02.2014,934,399.0
22.06.2014,934,149.0
23.03.2014,934,399.0
24.03.2014,934,399.0
28.04.2014,934,149.0
01.03.2014,935,799.0
01.05.2014,935,199.0
02.03.2014,935,799.0
10.07.2014,935,199.0
22.02.2014,935,799.0
23.02.2014,935,799.0
30.06.2014,935,199.0
19.12.2014,936,149.0
25.10.2014,936,149.0
02.11.2013,944,299.0
06.01.2014,944,299.0
09.09.2014,944,199.0
12.05.2014,944,199.0
14.09.2013,944,299.0
20.04.2014,944,199.0
20.07.2013,944,199.5
21.07.2014,944,199.0
21.10.2013,944,299.0
26.04.2013,944,150.0
26.06.2013,944,199.5
30.03.2014,944,299.0
15.01.2013,947,149.0
02.07.2014,948,2598.5
07.07.2015,948,299.0
10.08.2014,948,2599.0
17.04.2014,948,2599.0
18.07.2015,948,299.0
02.01.2015,949,899.0
04.11.2014,949,499.0
09.07.2015,949,299.0
12.07.2014,949,2598.5
27.07.2014,949,2598.5
30.08.2014,949,1299.5
10.07.2014,950,2598.5
14.10.2014,950,999.0
18.07.2015,950,299.0
21.12.2014,950,999.0
23.01.2015,950,999.0
23.02.2015,950,999.0
26.04.2014,950,2599.0
29.06.2014,950,2599.0
15.08.2014,951,1324.99
03.07.2015,952,99.0
19.06.2015,952,99.0
16.07.2013,956,149.0
17.09.2013,956,149.0
03.06.2013,957,399.0
05.05.2013,957,399.0
07.05.2013,957,399.0
09.05.2013,957,399.0
11.05.2013,957,399.0
15.05.2013,957,399.0
19.05.2013,957,399.0
21.05.2013,957,399.0
22.06.2013,958,549.0
27.09.2013,959,149.0
08.08.2014,960,399.0
12.06.2014,960,399.0
13.06.2014,960,399.0
22.06.2014,961,549.0
25.06.2014,961,549.0
18.01.2015,962,149.0
19.12.2014,962,149.0
21.04.2015,962,169.0
02.05.2013,963,99.0
03.03.2013,963,99.0
08.05.2013,963,99.0
09.03.2013,963,99.0
13.04.2013,963,99.0
18.01.2014,963,99.0
21.01.2013,963,99.0
23.01.2013,963,99.0
23.02.2013,963,99.0
23.03.2013,963,99.0
26.01.2013,963,99.0
31.01.2013,963,99.0
04.08.2014,964,149.0
09.03.2015,965,224.38
10.04.2014,967,299.0
03.05.2015,968,148.0
08.07.2015,968,148.0
08.08.2014,968,399.0
13.06.2014,968,399.0
18.10.2015,968,58.0
20.07.2014,968,399.0
20.12.2014,968,298.0
25.03.2015,968,198.0
29.05.2015,968,148.0
29.11.2014,968,399.0
30.04.2015,968,148.0
12.07.2014,969,549.0
13.06.2014,969,549.0
15.06.2014,969,549.0
25.06.2014,969,549.0
31.03.2015,969,298.0
08.07.2013,970,279.0
09.03.2013,970,279.0
09.04.2014,970,299.0
14.04.2013,970,279.0
18.02.2013,970,279.0
18.06.2013,970,279.0
20.07.2014,970,299.0
20.12.2014,970,299.0
26.04.2014,970,299.0
26.10.2014,970,299.0
09.04.2014,971,299.0
13.04.2013,971,299.0
20.06.2013,971,299.0
20.07.2014,971,299.0
26.04.2014,971,299.0
26.10.2014,971,299.0
28.12.2014,971,299.0
29.08.2015,971,349.0
03.06.2013,972,299.0
03.06.2014,972,299.0
03.07.2014,972,299.0
04.08.2014,972,299.0
04.10.2014,972,299.0
05.01.2014,972,299.0
05.06.2013,972,299.0
06.03.2015,972,299.0
07.06.2013,972,299.0
07.07.2013,972,299.0
08.01.2014,972,299.0
08.04.2014,972,299.0
08.06.2013,972,299.0
08.07.2013,972,299.0
08.12.2013,972,299.0
09.08.2013,972,299.0
12.07.2014,972,299.0
14.06.2013,972,299.0
14.09.2013,972,299.0
15.02.2014,972,299.0
15.05.2014,972,299.0
15.06.2013,972,299.0
15.08.2014,972,299.0
16.01.2014,972,299.0
18.06.2013,972,299.0
18.08.2013,972,299.0
18.09.2013,972,299.0
19.06.2014,972,299.0
19.10.2013,972,299.0
21.03.2014,972,299.0
21.07.2013,972,299.0
21.09.2013,972,299.0
22.06.2013,972,299.0
24.01.2014,972,299.0
24.08.2013,972,299.0
25.06.2013,972,299.0
26.04.2014,972,299.0
26.06.2013,972,299.0
27.03.2014,972,299.0
28.07.2013,972,299.0
28.12.2013,972,299.0
28.12.2014,972,299.0
29.08.2015,972,349.0
29.11.2013,972,299.0
30.05.2013,972,299.0
30.06.2014,972,299.0
30.07.2013,972,299.0
30.08.2013,972,299.0
02.06.2014,975,299.0
09.03.2015,975,349.0
13.07.2014,975,299.0
15.04.2015,975,349.0
16.07.2015,975,349.0
23.12.2014,975,299.0
26.04.2014,975,299.0
09.02.2013,977,149.0
02.04.2014,978,499.0
02.08.2015,978,299.0
22.10.2015,978,299.0
25.07.2015,978,299.0
10.07.2014,979,999.0
30.08.2014,979,999.0
16.07.2014,980,1499.0
14.07.2014,981,999.0
18.07.2014,981,999.0
02.08.2015,982,299.0
12.07.2014,982,749.0
22.10.2015,982,299.0
24.08.2015,982,299.0
25.07.2015,982,299.0
29.08.2015,982,299.0
04.07.2014,984,399.0
07.07.2014,984,399.0
08.11.2014,984,399.0
13.07.2014,984,399.0
18.07.2014,984,399.0
20.08.2014,984,399.0
11.09.2013,987,149.0
17.04.2014,987,149.0
25.01.2013,987,149.0
26.06.2015,987,99.0
15.09.2013,990,99.0
14.01.2013,992,99.0
29.03.2013,993,99.0
23.06.2013,998,99.0
31.01.2014,999,69.0
31.01.2014,1001,69.0
22.02.2013,1003,99.0
26.07.2013,1003,99.0
25.08.2013,1004,99.0
31.03.2013,1005,99.0
07.01.2013,1006,399.0
13.04.2013,1006,399.0
15.03.2013,1006,399.0
17.01.2013,1006,399.0
26.02.2013,1006,399.0
30.01.2013,1006,399.0
02.01.2015,1007,799.0
02.10.2014,1007,599.0
03.02.2014,1007,599.0
04.05.2013,1007,449.0
05.03.2013,1007,449.0
05.05.2014,1007,599.0
09.12.2013,1007,599.0
10.03.2013,1007,449.0
12.04.2013,1007,449.0
13.04.2013,1007,449.0
15.12.2013,1007,599.0
17.11.2013,1007,599.0
18.05.2014,1007,599.0
21.12.2013,1007,599.0
23.03.2013,1007,449.0
27.11.2014,1007,599.0
28.04.2013,1007,449.0
28.09.2013,1007,599.0
28.12.2013,1007,599.0
29.03.2013,1007,449.0
29.12.2013,1007,599.0
30.12.2013,1007,599.0
31.05.2013,1007,449.0
02.03.2013,1008,299.0
12.05.2013,1008,299.0
22.02.2013,1008,299.0
25.09.2013,1008,299.0
02.12.2013,1010,299.0
08.02.2014,1010,299.0
17.10.2015,1010,398.0
25.06.2015,1010,499.0
25.09.2015,1010,398.0
26.10.2013,1010,299.0
26.12.2013,1010,299.0
28.12.2013,1010,299.0
30.01.2014,1010,299.0
29.12.2014,1012,239.0
03.01.2013,1013,299.0
15.01.2013,1013,299.0
30.01.2013,1013,299.0
01.05.2013,1015,449.0
01.12.2013,1015,449.0
02.01.2014,1015,449.0
05.03.2013,1015,449.0
07.04.2013,1015,449.0
15.03.2013,1015,449.0
16.09.2013,1015,449.0
18.06.2013,1015,449.0
21.12.2013,1015,449.0
26.12.2013,1015,449.0
27.02.2014,1015,449.0
27.12.2013,1015,449.0
29.03.2013,1015,449.0
29.12.2013,1015,449.0
31.12.2013,1015,449.0
01.12.2013,1016,299.0
02.01.2013,1016,299.0
02.03.2013,1016,299.0
10.01.2013,1016,299.0
10.02.2013,1016,299.0
10.04.2013,1016,299.0
11.01.2013,1016,299.0
19.02.2013,1016,299.0
20.11.2013,1016,299.0
25.12.2013,1016,299.0
27.01.2013,1016,299.0
30.01.2013,1016,299.0
30.12.2013,1016,299.0
04.01.2014,1017,349.0
07.07.2013,1017,299.0
08.05.2013,1017,299.0
10.02.2013,1017,299.0
13.04.2014,1017,349.0
03.01.2013,1018,299.0
18.01.2014,1018,299.0
27.01.2013,1018,299.0
18.05.2014,1019,299.0
09.04.2013,1021,399.0
14.01.2013,1021,399.0
30.06.2013,1021,399.0
09.02.2013,1022,299.0
23.05.2013,1022,299.0
27.01.2013,1022,299.0
29.12.2013,1022,299.0
03.03.2013,1023,299.0
09.03.2013,1023,299.0
10.03.2013,1023,299.0
13.01.2013,1023,299.0
13.04.2014,1023,299.0
13.09.2013,1023,299.0
14.02.2013,1023,299.0
15.01.2013,1023,299.0
17.01.2013,1023,299.0
17.01.2014,1023,299.0
17.08.2014,1023,299.0
18.05.2014,1023,299.0
18.05.2014,1024,599.0
01.05.2013,1025,499.0
04.03.2013,1025,499.0
07.06.2013,1025,499.0
09.04.2013,1025,499.0
10.02.2013,1025,499.0
10.03.2013,1025,499.0
17.04.2013,1025,499.0
19.07.2014,1025,499.0
22.09.2013,1025,499.0
26.04.2014,1025,499.0
30.12.2014,1025,499.0
12.01.2013,1026,299.0
16.02.2013,1026,299.0
16.03.2013,1026,299.0
31.12.2013,1026,299.0
08.03.2013,1027,99.0
03.04.2013,1028,299.0
05.12.2013,1028,349.0
07.06.2014,1028,349.0
08.05.2013,1028,299.0
23.02.2013,1028,299.0
24.08.2013,1028,299.0
27.12.2013,1028,349.0
28.03.2013,1028,299.0
02.01.2013,1029,299.0
03.12.2013,1030,299.0
18.12.2013,1030,299.0
27.12.2013,1030,299.0
31.08.2013,1030,299.0
02.01.2013,1032,299.0
05.01.2013,1032,299.0
08.11.2013,1032,299.0
24.02.2013,1032,299.0
03.02.2013,1034,299.0
11.02.2013,1034,299.0
15.01.2013,1034,299.0
05.03.2014,1035,299.0
08.11.2013,1035,299.0
16.03.2013,1035,299.0
24.03.2013,1036,99.0
05.01.2013,1037,3500.0
05.04.2013,1037,3500.0
16.03.2013,1037,3500.0
28.08.2014,1037,3500.0
15.07.2014,1041,899.0
15.12.2014,1045,199.0
21.12.2013,1045,549.0
26.10.2014,1045,199.0
06.02.2015,1046,1349.0
16.02.2015,1046,1499.0
06.01.2013,1049,649.0
12.03.2014,1059,398.0
13.01.2013,1060,649.0
31.01.2014,1060,449.0
04.04.2014,1061,599.0
05.03.2014,1061,599.0
11.04.2014,1061,599.0
04.04.2014,1062,599.0
04.04.2014,1063,599.0
11.04.2014,1063,599.0
14.03.2014,1063,599.0
19.03.2013,1070,198.0
31.08.2013,1073,399.0
01.05.2014,1075,399.0
01.06.2014,1075,399.0
05.05.2014,1075,399.0
11.05.2014,1075,399.0
17.07.2014,1075,399.0
23.06.2015,1075,129.0
23.08.2015,1075,169.0
24.04.2014,1075,399.0
27.04.2014,1075,399.0
29.04.2014,1075,399.0
29.05.2014,1075,399.0
10.05.2014,1076,999.0
15.02.2015,1076,699.0
16.08.2014,1076,999.0
17.07.2015,1076,499.0
26.04.2014,1076,899.0
28.04.2015,1076,699.0
04.05.2014,1077,699.0
07.11.2014,1077,699.0
19.09.2015,1077,299.0
26.04.2014,1077,699.0
28.03.2015,1077,383.97
09.07.2014,1087,299.0
31.08.2014,1087,299.0
23.06.2013,1091,98.0
30.01.2014,1094,399.0
30.12.2013,1095,111.75
24.03.2014,1097,58.0
29.03.2013,1097,149.0
05.06.2015,1099,149.0
06.12.2014,1099,399.0
07.02.2015,1099,149.0
13.10.2014,1099,399.0
18.04.2015,1099,149.0
14.03.2015,1108,399.0
22.03.2015,1108,399.0
30.08.2015,1108,299.0
23.03.2013,1109,149.0
16.02.2013,1112,499.0
08.04.2014,1114,299.0
17.09.2013,1114,299.0
20.02.2013,1114,299.0
23.04.2014,1114,230.07
28.04.2013,1118,149.0
02.10.2015,1121,349.0
14.10.2015,1121,349.0
01.01.2015,1131,399.0
04.01.2014,1131,399.0
06.09.2014,1131,399.0
06.11.2013,1131,399.0
14.12.2013,1131,399.0
20.09.2014,1131,399.0
27.09.2013,1131,399.0
14.12.2014,1133,1649.0
14.05.2014,1134,1399.0
03.08.2013,1143,399.0
05.10.2013,1143,399.0
12.10.2013,1143,399.0
18.03.2014,1143,399.0
23.08.2014,1143,399.0
01.09.2013,1151,1790.0
13.10.2013,1167,1100.0
16.03.2014,1167,1100.0
01.03.2014,1194,249.0
13.08.2013,1196,299.0
14.07.2013,1196,299.0
16.03.2013,1196,299.0
22.03.2013,1196,299.0
21.06.2014,1197,299.0
26.06.2014,1197,299.0
29.08.2014,1197,299.0
02.07.2015,1199,249.0
13.02.2015,1199,249.0
16.04.2015,1199,249.0
16.05.2015,1199,249.0
18.08.2015,1199,249.0
27.03.2015,1199,249.0
11.01.2014,1201,299.0
13.08.2013,1201,299.0
18.09.2013,1201,299.0
19.10.2013,1201,299.0
21.08.2013,1201,299.0
23.12.2014,1201,299.0
26.12.2014,1201,299.0
30.06.2015,1201,299.0
01.05.2013,1203,649.0
02.05.2013,1204,299.0
02.06.2013,1204,299.0
08.03.2014,1204,299.0
08.11.2014,1204,299.0
15.04.2015,1204,299.0
15.07.2015,1204,299.0
16.06.2013,1204,299.0
21.12.2014,1204,299.0
23.12.2014,1204,299.0
27.04.2013,1204,299.0
30.01.2015,1204,299.0
31.12.2014,1204,299.0
07.05.2013,1222,299.0
01.09.2013,1224,399.0
04.03.2015,1224,399.0
21.01.2014,1224,399.0
25.06.2015,1224,399.0
30.05.2015,1224,399.0
04.12.2014,1233,1149.0
08.12.2014,1233,1249.0
21.12.2014,1233,1349.0
22.02.2015,1233,1249.0
28.09.2015,1233,1249.0
29.12.2014,1233,1349.0
03.01.2013,1235,299.0
13.08.2013,1235,299.0
18.07.2013,1235,299.0
11.05.2014,1236,299.0
14.06.2015,1239,349.0
24.09.2014,1239,299.0
11.09.2015,1241,299.0
18.03.2013,1241,299.0
20.12.2014,1241,299.0
25.06.2015,1241,299.0
01.03.2013,1243,449.0
02.02.2013,1243,449.0
03.02.2013,1243,449.0
07.02.2013,1243,449.0
15.02.2013,1243,449.0
15.07.2015,1243,28.0
16.02.2013,1243,449.0
08.06.2013,1245,399.0
04.09.2013,1247,299.0
04.10.2013,1247,299.0
07.11.2013,1247,299.0
12.06.2013,1247,299.0
14.10.2014,1247,299.0
28.11.2013,1247,299.0
01.06.2013,1249,299.0
02.02.2013,1249,299.0
03.10.2013,1249,299.0
04.07.2013,1249,299.0
04.10.2013,1249,299.0
07.10.2015,1249,239.2
07.11.2013,1249,299.0
08.01.2013,1249,299.0
08.03.2013,1249,299.0
08.11.2013,1249,299.0
09.01.2013,1249,299.0
10.01.2015,1249,299.0
10.05.2014,1249,299.0
10.12.2013,1249,299.0
12.06.2013,1249,299.0
14.10.2014,1249,299.0
16.02.2013,1249,299.0
18.02.2013,1249,239.2
19.01.2013,1249,299.0
19.02.2013,1249,283.9
19.05.2013,1249,299.0
20.06.2015,1249,299.0
22.06.2013,1249,299.0
22.06.2014,1249,299.0
25.04.2014,1249,299.0
26.09.2013,1249,299.0
24.03.2015,1250,1499.0
16.05.2015,1257,299.0
23.08.2014,1257,299.0
23.08.2015,1257,299.0
28.08.2014,1257,299.0
07.07.2013,1261,399.0
16.05.2013,1261,399.0
17.05.2013,1270,299.0
21.12.2014,1270,299.0
06.01.2013,1271,249.0
10.11.2013,1273,199.0
09.03.2013,1275,249.0
14.02.2014,1285,399.0
23.03.2014,1285,399.0
27.04.2014,1286,199.0
19.04.2014,1287,149.0
04.08.2014,1288,399.0
21.09.2014,1288,399.0
24.09.2014,1288,399.0
24.08.2015,1290,349.0
02.07.2015,1293,349.0
25.04.2015,1293,349.0
01.02.2013,1302,299.0
10.02.2013,1302,299.0
13.04.2013,1302,299.0
16.02.2013,1302,299.0
20.01.2013,1302,299.0
27.01.2013,1302,299.0
27.03.2013,1302,299.0
28.05.2013,1302,299.0
02.03.2014,1303,299.0
11.02.2014,1303,299.0
14.02.2014,1303,299.0
23.01.2014,1303,299.0
02.02.2013,1304,299.0
02.04.2013,1305,299.0
03.03.2013,1305,299.0
05.03.2013,1305,299.0
06.03.2013,1305,299.0
06.08.2013,1305,299.0
10.03.2014,1305,299.0
11.03.2013,1305,299.0
12.04.2013,1305,238.8
14.03.2013,1305,299.0
14.04.2013,1305,299.0
14.05.2013,1305,299.0
14.06.2013,1305,299.0
15.03.2013,1305,299.0
15.04.2013,1305,299.0
15.06.2013,1305,299.0
18.10.2013,1305,299.0
22.11.2013,1305,299.0
25.02.2013,1305,299.0
25.05.2013,1305,299.0
26.05.2013,1305,299.0
28.09.2013,1305,299.0
29.06.2013,1305,299.0
30.11.2013,1305,299.0
01.06.2014,1306,299.0
05.04.2014,1306,299.0
06.12.2014,1306,299.0
11.05.2014,1306,299.0
12.04.2014,1306,299.0
15.04.2014,1306,299.0
15.11.2014,1306,299.0
16.08.2014,1306,299.0
16.11.2014,1306,299.0
17.04.2014,1306,299.0
19.09.2014,1306,299.0
20.05.2014,1306,299.0
22.04.2014,1306,299.0
24.04.2014,1306,299.0
27.04.2014,1306,299.0
29.12.2014,1306,299.0
31.07.2014,1306,299.0
02.06.2015,1307,349.0
03.09.2015,1307,349.0
05.07.2015,1307,349.0
10.04.2015,1307,349.0
12.04.2015,1307,349.0
14.04.2015,1307,349.0
16.05.2015,1307,349.0
20.07.2015,1307,349.0
25.04.2015,1307,349.0
30.04.2015,1307,349.0
07.12.2013,1309,299.0
08.03.2014,1309,299.0
28.12.2013,1309,299.0
01.12.2013,1310,249.0
02.07.2013,1310,249.0
05.08.2013,1310,249.0
06.09.2014,1310,249.0
07.06.2013,1310,249.0
08.07.2013,1310,249.0
09.07.2013,1310,249.0
10.06.2013,1310,249.0
13.10.2013,1310,249.0
14.06.2013,1310,249.0
15.07.2014,1310,249.0
15.08.2013,1310,249.0
20.07.2013,1310,249.0
20.11.2013,1310,249.0
23.08.2013,1310,249.0
24.10.2013,1310,249.0
25.05.2013,1310,249.0
26.05.2013,1310,249.0
26.06.2013,1310,249.0
30.11.2013,1310,249.0
04.05.2014,1315,449.0
06.12.2013,1315,449.0
11.05.2014,1315,449.0
19.05.2014,1315,449.0
27.10.2015,1315,449.0
15.05.2013,1318,299.0
28.05.2013,1318,299.0
02.10.2013,1319,299.0
06.11.2013,1319,299.0
11.10.2013,1319,299.0
20.01.2014,1319,299.0
22.09.2013,1319,299.0
24.10.2013,1319,299.0
26.06.2014,1319,299.0
28.09.2013,1319,299.0
30.11.2013,1319,299.0
22.07.2014,1322,299.0
22.11.2014,1322,299.0
26.04.2014,1322,299.0
28.08.2014,1322,299.0
31.12.2014,1322,299.0
08.05.2015,1324,749.0
23.02.2014,1324,499.0
03.10.2014,1325,399.0
14.04.2013,1326,299.0
01.05.2013,1329,399.0
04.05.2013,1329,399.0
25.10.2013,1329,399.0
01.08.2013,1332,399.0
06.09.2013,1332,399.0
08.05.2013,1332,399.0
14.12.2013,1332,399.0
23.10.2015,1332,499.0
21.04.2013,1337,299.0
22.10.2015,1341,349.0
09.09.2013,1359,1111.09
31.08.2013,1362,58.0
02.04.2014,1364,539.0
04.04.2014,1364,599.0
05.04.2014,1364,599.0
11.04.2014,1364,599.0
12.11.2014,1364,454.3
15.06.2014,1364,649.0
18.07.2014,1364,649.0
24.08.2014,1364,649.0
31.05.2014,1364,649.0
31.10.2015,1364,198.0
05.11.2013,1370,449.0
01.01.2015,1377,499.5
02.10.2015,1377,1299.0
03.12.2014,1377,544.95
10.01.2015,1377,499.5
15.07.2014,1377,699.3
16.02.2015,1377,499.5
23.02.2015,1377,588.495
30.06.2014,1377,699.3
30.12.2014,1377,499.5
02.08.2015,1384,198.0
03.09.2015,1384,198.0
03.10.2015,1384,198.0
05.08.2015,1384,198.0
05.10.2015,1384,198.0
07.08.2015,1384,198.0
08.09.2015,1384,198.0
08.10.2014,1384,699.0
10.10.2014,1384,699.0
10.10.2015,1384,198.0
11.03.2015,1384,298.0
12.09.2015,1384,198.0
12.10.2015,1384,198.0
13.06.2015,1384,248.0
13.07.2015,1384,198.0
13.10.2014,1384,699.0
14.01.2015,1384,498.0
14.03.2015,1384,298.0
14.11.2014,1384,699.0
15.10.2014,1384,699.0
17.10.2014,1384,699.0
18.01.2015,1384,498.0
20.09.2015,1384,198.0
20.10.2015,1384,198.0
21.03.2015,1384,298.0
23.11.2014,1384,699.0
24.11.2014,1384,699.0
25.10.2014,1384,699.0
26.08.2015,1384,198.0
27.07.2015,1384,198.0
28.08.2015,1384,198.0
30.07.2015,1384,198.0
31.07.2015,1384,198.0
31.08.2015,1384,198.0
06.10.2015,1387,398.0
06.11.2014,1387,999.0
07.10.2014,1387,999.0
09.10.2014,1387,999.0
11.10.2014,1387,999.0
12.10.2014,1387,999.0
15.10.2014,1387,999.0
19.10.2014,1387,999.0
20.11.2014,1387,999.0
25.06.2015,1387,498.0
25.10.2014,1387,999.0
